"Id_Votacao";"Data";"Resultado";"TipoVotacao";"Projeto";"SiglaProjeto";"Assunto"
1999006,00;3/3/1999 00:00:00;"REJ";2,00;"REQ";"NAA";"Votação de requerimento para criação de comissão externa"
1999007,00;9/3/1999 00:00:00;"IND";2,00;"PEC";"PEC0637/99";"PEC 637/99 - Votação de requerimento para a quebra de interstício"
1999008,00;9/3/1999 00:00:00;"REJ";2,00;"PL.";"PL.3769/97";"PL. 3769/97 - Votação de requerimento para a prorrogação da sessão"
1999009,00;9/3/1999 00:00:00;"REJ";2,00;"PEC";"PEC0637/99";"PEC 637/99 - Votação de requerimento adiamento da discussão"
1999010,00;9/3/1999 00:00:00;"REJ";2,00;"PEC";"PEC0637/99";"PEC 637/99 - Votação de requerimento adiamento da discussão"
1999011,00;9/3/1999 00:00:00;"REG";1,00;"PEC";"PEC0637/99";"PEC 637/99 - Votação em globo das emendas com parecer pela rejeição"
1999012,00;10/3/1999 00:00:00;"REG";1,00;"PEC";"PEC0637/99";"PEC 637/99 - Projeto"
1999013,00;10/3/1999 00:00:00;"APR";2,00;"PEC";"PEC0637/99";"PEC 637/99 - Votação de requerimento de preferência para os destaques de bancadas"
1999016,00;10/3/1999 00:00:00;"REG";1,00;"PEC";"PEC0637/99";"PEC 637/99 - Votação de dvs"
1999017,00;10/3/1999 00:00:00;"REG";1,00;"PEC";"PEC0637/99";"PEC 637/99 - Votação de dvs nº 11"
1999018,00;10/3/1999 00:00:00;"REG";1,00;"PEC";"PEC0637/99";"PEC 637/99 - Votação de emenda aglutinativa nº 05"
1999019,00;10/3/1999 00:00:00;"REG";1,00;"PEC";"PEC0637/99";"PEC 637/99 - Votação de emenda aglutinativa nº 06"
1999020,00;10/3/1999 00:00:00;"REG";1,00;"PEC";"PEC0637/99";"PEC 637/99 - Votação de emenda aglutinativa nº 17"
1999021,00;10/3/1999 00:00:00;"REG";1,00;"PEC";"PEC0637/99";"PEC 637/99 - Votação de dvs nº 14 da emenda nº 6"
1999022,00;10/3/1999 00:00:00;"REG";1,00;"PEC";"PEC0637/99";"PEC 637/99 - Votação de dvs nº 19 da emenda nº 8"
1999023,00;18/3/1999 00:00:00;"REG";1,00;"PEC";"PEC0637/99";"PEC 637/99 - Projeto segundo turno"
1999024,00;18/3/1999 00:00:00;"REG";1,00;"PEC";"PEC0637/99";"PEC 637/99 - Votação de dvs nº 6 da expressão ""trinta e oito"""
1999025,00;18/3/1999 00:00:00;"REG";1,00;"PEC";"PEC0637/99";"PEC 637/99 - Votação de dvs nº 4 expressão ""instituída pela"""
1999027,00;24/3/1999 00:00:00;"REJ";2,00;"PDC";"PL.4904/95";"MSC 99/96 - Votação de requerimento de retirada de pauta"
1999028,00;24/3/1999 00:00:00;"REG";2,00;"PDC";"PDC0028/99";"MSC 910/97 - Votação de requerimento de urgência art. 155 RI"
1999029,00;24/3/1999 00:00:00;"REJ";1,00;"PDC";"PDC0028/98";"PDC 28/98 - Projeto"
1999030,00;15/4/1999 00:00:00;"REJ";2,00;"QOD";"NAA";"QDO - Votação de questão de ordem do Deputado Aldo Rebelo-efeito Suspensivo"
1999032,00;28/4/1999 00:00:00;"APR";2,00;"PL.";"PL.2942/92";"PL. 2942/92 - Votação de requerimento de preferência"
1999033,00;4/5/1999 00:00:00;"REJ";2,00;"REQ";"NAA";"Votação de requerimento para criação de comissão externa"
1999034,00;12/5/1999 00:00:00;"APR";2,00;"PL.";"PL.0001/95";"PL. 01/95 - Votação de requerimento de retirada de pauta"
1999035,00;13/5/1999 00:00:00;"APR";2,00;"PLP";"PLP0250/98";"PLP 250/98 - Votação de requerimento de inversão de pauta"
1999037,00;18/5/1999 00:00:00;"REG";1,00;"PLP";"PLP0250/98";"PLP 250/98 - Votação de dvs nº 11 da emenda nº 11"
1999038,00;18/5/1999 00:00:00;"REG";1,00;"PLP";"PLP0250/98";"PLP 250/98 - Votação de dvs nº 15 da emenda nº 12"
1999039,00;18/5/1999 00:00:00;"REG";1,00;"PLP";"PLP0250/98";"PLP 250/98 - Votação de dvs nº 19 da expressão ""e controlar"" inciso art 18 do substitutivo"
1999040,00;18/5/1999 00:00:00;"REJ";2,00;"REC";"REC0020/99";"REC 20/99 - Votação de recurso"
1999041,00;18/5/1999 00:00:00;"REG";2,00;"PL.";"PL.4811/98";"PL. 4811/98 - Votação de requerimento de urgência art. 155 RI"
1999042,00;19/5/1999 00:00:00;"REJ";2,00;"QOD";"NAA";"QDO - Votação de questão de ordem do Dep. Marcelo Deda - efeito Suspensivo"
1999044,00;26/5/1999 00:00:00;"APR";2,00;"PEC";"PEC0498/97";"PEC 498/97 - Votação de requerimento de preferência pela apensada (626/98)"
1999045,00;26/5/1999 00:00:00;"REG";1,00;"PEC";"PEC0626/98";"PEC 626/98 - Votação de emenda nº 1"
1999047,00;26/5/1999 00:00:00;"REG";1,00;"PEC";"PEC0626/98";"PEC 626/98 - Votação de dvs do artigo"
1999048,00;26/5/1999 00:00:00;"REG";1,00;"PEC";"PEC0626/98";"PEC 626/98 - Votação de dvs do artigo nº 49 da PEC 498/97 para aditar PEC 626/98"
1999051,00;9/6/1999 00:00:00;"REG";1,00;"PEC";"PEC0626/98";"PEC 626/98 - Votação de dvs da expressão "" e os comandantes da marinha, do exercito"""
1999052,00;9/6/1999 00:00:00;"REG";2,00;"PL.";"PL.4695/98";"PL. 4695/98 - Votação de requerimento de urgência art. 155 RI"
1999053,00;9/6/1999 00:00:00;"REG";2,00;"PL.";"PL.4693/98";"PL. 4693/98 - Votação de requerimento de urgência art. 155 RI"
1999055,00;15/6/1999 00:00:00;"REJ";1,00;"PL.";"PL.4693/98";"PL. 4693/98 - Votação de emenda de plenário nº 4 com parecer contrario do relator"
1999058,00;22/6/1999 00:00:00;"REJ";1,00;"PL.";"PL.0643/88";"PL. 643/88 - Votação de subemenda nº 1 CCJR"
1999059,00;23/6/1999 00:00:00;"REG";2,00;"PDC";"PDC0186/99";"PDC 186/99 - Votação de requerimento de urgência art. 155 RI"
1999060,00;29/6/1999 00:00:00;"APR";1,00;"PLN";"PLN0002/99";"PLN 02/99 - Substitutivo"
1999061,00;29/6/1999 00:00:00;"REJ";2,00;"MPV";"MPV1562/96";"RQN 26/99 (RQN sobre a MPV 1740/99 - reedição da 1562/96) -  Votação de destaque para supressão do art. 12 do PLV 03/99"
1999064,00;11/8/1999 00:00:00;"REG";1,00;"PLP";"PLP0248/98";"PLP 248/98 - Votação de emendas de plenário com parecer contrario"
1999065,00;11/8/1999 00:00:00;"REG";1,00;"PLP";"PLP0248/98";"PLP 248/98 - Votação de dvs da emenda nº 91"
1999066,00;11/8/1999 00:00:00;"REG";1,00;"PLP";"PLP0248/98";"PLP 248/98 - Votação de emenda nº 41"
