"Id_Votacao";"Data";"Resultado";"TipoVotacao";"Projeto";"SiglaProjeto";"Assunto"
1991001,00;19/2/1991 00:00:00;"APR";2,00;"MPV";"MPV0294/91";"MPV 294/91 - Votação de admissibilidade"
1991002,00;20/2/1991 00:00:00;"APR";1,00;"MPV";"MPV0154/90";"PLV 28/90 - Votação de dvs"
1991003,00;1/3/1991 00:00:00;"APR";1,00;"MPV";"MPV0294/91";"PLV 06/91 - Projeto"
1991004,00;1/3/1991 00:00:00;"REQ";1,00;"MPV";"MPV0294/91";"PLV 06/91 - Projeto"
1991005,00;1/3/1991 00:00:00;"APR";1,00;"MPV";"MPV0294/91";"PLV 06/91 - Projeto"
1991006,00;1/3/1991 00:00:00;"REQ";1,00;"MPV";"MPV0294/91";"PLV 06/91 - Votação de emenda"
1991007,00;1/3/1991 00:00:00;"REQ";1,00;"MPV";"MPV0294/91";"PLV 06/91 - Votação de emenda"
1991008,00;1/3/1991 00:00:00;"REQ";1,00;"MPV";"MPV0294/91";"PLV 06/91 - Votação de emenda"
1991009,00;1/3/1991 00:00:00;"REJ";1,00;"MPV";"MPV0294/91";"PLV 06/91 - Votação de emenda"
1991010,00;1/3/1991 00:00:00;"REQ";1,00;"MPV";"MPV0295/91";"PLV 07/91 - Projeto"
1991011,00;1/3/1991 00:00:00;"REQ";1,00;"MPV";"MPV0295/91";"PLV 07/91 - Votação de emenda"
1991012,00;1/3/1991 00:00:00;"IND";1,00;"MPV";"MPV0295/91";"PLV 07/91 - Votação de emenda"
1991013,00;1/3/1991 00:00:00;"IND";1,00;"MPV";"MPV0295/91";"PLV 07/91 - Votação de emenda"
1991014,00;1/3/1991 00:00:00;"IND";1,00;"MPV";"MPV0295/91";"PLV 07/91 - Votação de dvs"
1991015,00;1/3/1991 00:00:00;"IND";1,00;"MPV";"MPV0295/91";"PLV 07/91 - Votação de emenda"
1991017,00;6/3/1991 00:00:00;"REG";1,00;"PLP";"PLP0223/90";"PLP 223/90 - Votação de dvs"
1991019,00;20/3/1991 00:00:00;"REG";1,00;"PLP";"PLP0223/90";"PLP 223/90 - Votação de dvs"
1991020,00;20/3/1991 00:00:00;"REG";1,00;"PLP";"PLP0223/90";"PLP 223/90 - Votação de dvs"
1991022,00;20/3/1991 00:00:00;"REG";1,00;"PLP";"PLP0223/90";"PLP 223/90 - Votação de dvs"
1991023,00;20/3/1991 00:00:00;"REG";1,00;"PLP";"PLP0223/90";"PLP 223/90 - Votação de destaque"
1991024,00;4/4/1991 00:00:00;"APR";1,00;"PL.";"PL.0006/91";"PL. 06/91 - Votação de emenda"
1991034,00;16/5/1991 00:00:00;"REQ";1,00;"PRN";"PRN0008/90";"PRN 08/90 - Votação de emenda nº 46"
1991035,00;16/5/1991 00:00:00;"REQ";1,00;"PRN";"PRN0008/90";"PRN 08/90 - Votação de emenda nº 7"
1991036,00;16/5/1991 00:00:00;"REQ";1,00;"PRN";"PRN0008/90";"PRN 08/90 - Votação de emenda nº 53"
1991037,00;22/5/1991 00:00:00;"IND";1,00;"PDC";"PDC0369/90";"PDC 369/90 - Projeto"
1991038,00;22/5/1991 00:00:00;"APR";1,00;"PDC";"PDC0374/90";"PDC 374/90 - Projeto"
1991039,00;22/5/1991 00:00:00;"REQ";1,00;"PDC";"PDC0370/90";"PDC 370/90 - Projeto"
1991042,00;19/6/1991 00:00:00;"REJ";2,00;"PL.";"PL.1232/91";"PL. 1232/91 - Votação de requerimento de retirada de pauta"
1991043,00;19/6/1991 00:00:00;"APR";1,00;"PL.";"PL.0826/91";"PL. 826/91 - Votação de destaque"
